file_path,level2,status,blocks,agent,updated
site/docs/Topic-Analyses.mdx,Topic-Analyses,DONE,HOSW,8,w4check
site/docs/Topics.mdx,Topics,DONE,-O-W,11,wave4
site/docs/maps/overview.mdx,maps,TODO,----,11,
site/docs/maps/wooded-area-rifle-recovery.mdx,maps,TODO,----,11,
site/docs/Censorship/Censorship_Investigation_Index.mdx,Censorship,DONE,HOSW,11,wave2-partial
site/docs/Censorship/Court_Gag_Orders.mdx,Censorship,DONE,HOSW,11,wave2-partial
site/docs/Censorship/Google_Search_Trends_Scrubbing.mdx,Censorship,DONE,HOSW,11,wave2-partial
site/docs/Censorship/Platform_YouTube_Meta.mdx,Censorship,DONE,HOSW,11,wave2-partial
site/docs/Censorship/Ryne_Simmons_FBI_Video.mdx,Censorship,DONE,HOSW,11,wave2-partial
site/docs/Censorship/TPUSA_Legal_Threats.mdx,Censorship,DONE,HOSW,11,wave2-partial
site/docs/Censorship/Witness_Footage_Pressure.mdx,Censorship,DONE,HOSW,11,wave2-partial
site/docs/Censorship/X_Candace_Engagement_Bans.mdx,Censorship,DONE,HOSW,11,wave2-partial
site/docs/Censorship/X_Deboosting_Investigators.mdx,Censorship,DONE,HOSW,11,wave2-partial
site/docs/Censorship/X_EU_DSA_Fine.mdx,Censorship,DONE,HOSW,11,wave2-partial
site/docs/Censorship/X_Poll_Blocked_Kirk_Narrative.mdx,Censorship,DONE,HOSW,11,wave2-partial
site/docs/Censorship/overview.mdx,Censorship,DONE,HOSW,11,wave3-check
site/docs/Vote/overview.mdx,Vote,DONE,-O-W,12,wave4
site/docs/Proof_Not_Tyler/ATF_Inconclusive_Ballistics.mdx,Proof_Not_Tyler,DONE,HOSW,10,wave4
site/docs/Proof_Not_Tyler/Acoustic_Two_Event_Split.mdx,Proof_Not_Tyler,DONE,HOSW,10,wave4
site/docs/Proof_Not_Tyler/Alternative_Kill_Mechanisms.mdx,Proof_Not_Tyler,DONE,HOSW,10,wave4
site/docs/Proof_Not_Tyler/Backpack_Rifle_Impossibility.mdx,Proof_Not_Tyler,DONE,HOSW,10,wave4
site/docs/Proof_Not_Tyler/Discord_Custody_Timeline.mdx,Proof_Not_Tyler,DONE,HOSW,10,wave4
site/docs/Proof_Not_Tyler/Gun_Discovery_Sequence.mdx,Proof_Not_Tyler,DONE,HOSW,10,wave4
site/docs/Proof_Not_Tyler/Investigation_Index.mdx,Proof_Not_Tyler,DONE,HOSW,10,wave4
site/docs/Proof_Not_Tyler/No_GSR_And_Physical_Tests.mdx,Proof_Not_Tyler,DONE,HOSW,10,wave4
site/docs/Proof_Not_Tyler/Stairs_Guy_Identity_Gap.mdx,Proof_Not_Tyler,DONE,HOSW,10,wave4
site/docs/Proof_Not_Tyler/Trajectory_Wound_Mismatch.mdx,Proof_Not_Tyler,DONE,HOSW,10,wave4
site/docs/Proof_Not_Tyler/Witness_Audio_Conflicts.mdx,Proof_Not_Tyler,DONE,HOSW,10,wave4
site/docs/Proof_Not_Tyler/overview.mdx,Proof_Not_Tyler,DONE,HOSW,10,wave4
site/docs/Proof_Intel_Services/Egyptian_Jets_Provo.mdx,Proof_Intel_Services,DONE,HOSW,9,wave3-check
site/docs/Proof_Intel_Services/FBI_Intel_Cover_Signatures.mdx,Proof_Intel_Services,DONE,HOSW,9,wave3-check
site/docs/Proof_Intel_Services/Foreign_Weapons_And_Hardware.mdx,Proof_Intel_Services,DONE,HOSW,9,wave3-check
site/docs/Proof_Intel_Services/Fort_Huachuca_Sept_9.mdx,Proof_Intel_Services,DONE,HOSW,9,wave3-check
site/docs/Proof_Intel_Services/Investigation_Index.mdx,Proof_Intel_Services,DONE,HOSW,9,wave3-check
site/docs/Proof_Intel_Services/Israel_Motive_Timeline.mdx,Proof_Intel_Services,DONE,HOSW,9,wave3-check
site/docs/Proof_Intel_Services/Israeli_Phones_Bumblehive.mdx,Proof_Intel_Services,DONE,HOSW,9,wave3-check
site/docs/Proof_Intel_Services/Joe_Kent_Foreign_Inquiry_Shutdown.mdx,Proof_Intel_Services,DONE,HOSW,9,wave3-check
site/docs/Proof_Intel_Services/N1098L_HADES_Over_UVU.mdx,Proof_Intel_Services,DONE,HOSW,9,wave3-check
site/docs/Proof_Intel_Services/Provo_Airport_Counter_UAS.mdx,Proof_Intel_Services,DONE,HOSW,9,wave3-check
site/docs/Proof_Intel_Services/State_Actors_Professional_Hit.mdx,Proof_Intel_Services,DONE,HOSW,9,wave3-check
site/docs/Proof_Intel_Services/UVU_Sept_9_Foreknowledge.mdx,Proof_Intel_Services,DONE,HOSW,9,wave3-check
site/docs/Proof_Intel_Services/overview.mdx,Proof_Intel_Services,DONE,HOSW,9,wave3-check
site/docs/campus_university/overview.mdx,campus_university,TODO,----,8,
site/docs/government_organizations/overview.mdx,government_organizations,TODO,----,10,
site/docs/Security_Team/bobby-harpole.mdx,Security_Team,DONE,HOSW,6,wave3-check
site/docs/Security_Team/brian-harpole.mdx,Security_Team,DONE,HOSW,6,wave3-check
site/docs/Security_Team/dan-flood.mdx,Security_Team,DONE,HOSW,6,wave3-check
site/docs/Security_Team/greg-shaffer.mdx,Security_Team,DONE,HOSW,6,wave3-check
site/docs/Security_Team/integrity-security.mdx,Security_Team,DONE,HOSW,6,wave3-check
site/docs/Security_Team/next-event-no-plan.mdx,Security_Team,DONE,HOSW,6,wave3-check
site/docs/Security_Team/no-counter-snipers.mdx,Security_Team,DONE,HOSW,6,wave3-check
site/docs/Security_Team/overview.mdx,Security_Team,DONE,HOSW,6,wave3-check
site/docs/Security_Team/perimeter-rooftop-failures.mdx,Security_Team,DONE,HOSW,6,wave3-check
site/docs/Security_Team/screening-credentials.mdx,Security_Team,DONE,HOSW,6,wave3-check
site/docs/Security_Team/shaffer-security-group.mdx,Security_Team,DONE,HOSW,6,wave3-check
site/docs/TPUSA/Conservative-Activist-Movement.mdx,TPUSA,DONE,HOSW,8,wave3-check
site/docs/TPUSA/DOGE-TPUSA-Connection.mdx,TPUSA,DONE,HOSW,8,wave3-check
site/docs/TPUSA/Faith-Freedom-Coalition.mdx,TPUSA,DONE,HOSW,8,wave3-check
site/docs/TPUSA/July_31_Meeting_Without_TPUSA.mdx,TPUSA,DONE,HOSW,8,wave3-check
site/docs/TPUSA/Latino-Coalition-Israel.mdx,TPUSA,DONE,HOSW,8,wave3-check
site/docs/TPUSA/Paul_Singer_Funding.mdx,TPUSA,DONE,HOSW,8,wave3-check
site/docs/TPUSA/Philos_Project_Funding.mdx,TPUSA,DONE,HOSW,8,wave3-check
site/docs/TPUSA/Progressive-Policy-Opposition.mdx,TPUSA,DONE,HOSW,8,wave3-check
site/docs/TPUSA/Right-Wing-Politics-Context.mdx,TPUSA,DONE,HOSW,8,w4check
site/docs/TPUSA/TPUSA-Absence-July-31.mdx,TPUSA,DONE,HOSW,8,w4check
site/docs/TPUSA/TPUSA-Founder-Charlie.mdx,TPUSA,DONE,HOSW,8,w4check
site/docs/TPUSA/TPUSA.mdx,TPUSA,DONE,HOSW,8,w4check
site/docs/TPUSA/TPUSA_Opposite_Charlie.mdx,TPUSA,DONE,HOSW,8,w4check
site/docs/TPUSA/TPUSA_Replacement_Timeline.mdx,TPUSA,DONE,HOSW,8,w4check
site/docs/TPUSA/Trump-Support-After-Death.mdx,TPUSA,DONE,HOSW,8,w4check
site/docs/TPUSA/apple-podcasts-removed-charlie.mdx,TPUSA,DONE,HOSW,8,w4check
site/docs/TPUSA/apple-podcasts-removed-episode-list.mdx,TPUSA,DONE,HOSW,8,w4check
site/docs/TPUSA/charlie-kirk-handler-remark.mdx,TPUSA,DONE,HOSW,8,w4check
site/docs/TPUSA/charlie-replace-coo.mdx,TPUSA,DONE,HOSW,8,w4check
site/docs/TPUSA/doge-audit.mdx,TPUSA,DONE,HOSW,8,w4check
site/docs/TPUSA/no-security-plan-sept-11.mdx,TPUSA,DONE,HOSW,8,w4check
site/docs/TPUSA/overview.mdx,TPUSA,DONE,HOSW,8,w4check
site/docs/TPUSA/people-related-to-tpusa.mdx,TPUSA,DONE,HOSW,8,w4check
site/docs/TPUSA/tpusa-iran-bombing-support.mdx,TPUSA,DONE,HOSW,8,w4check
site/docs/TPUSA/tpusa-tyler-robinson-chat.mdx,TPUSA,DONE,HOSW,8,w4check
site/docs/TPUSA/were-charlie-podcasts-deleted.mdx,TPUSA,DONE,HOSW,8,w4check
site/docs/TPUSA/Nonprofits/americas-turning-point.mdx,TPUSA,DONE,HOSW,8,wave3-check
site/docs/TPUSA/Nonprofits/faith-and-family-foundation.mdx,TPUSA,DONE,HOSW,8,wave3-check
site/docs/TPUSA/Nonprofits/heritage-foundation.mdx,TPUSA,DONE,HOSW,8,wave3-check
site/docs/TPUSA/Nonprofits/overview.mdx,TPUSA,DONE,HOSW,8,wave3-check
site/docs/TPUSA/Nonprofits/turning-point-action.mdx,TPUSA,DONE,HOSW,8,wave3-check
site/docs/TPUSA/Nonprofits/turning-point-endowment.mdx,TPUSA,DONE,HOSW,8,wave3-check
site/docs/TPUSA/Nonprofits/turning-point-pac.mdx,TPUSA,DONE,HOSW,8,wave3-check
site/docs/TPUSA/Nonprofits/turning-point-usa.mdx,TPUSA,DONE,HOSW,8,wave3-check
site/docs/TPUSA/Nonprofits/tw-lewis-foundation.mdx,TPUSA,DONE,HOSW,8,wave3-check
site/docs/TPUSA/LLCs/1ten-llc.mdx,TPUSA,DONE,HOSW,8,wave3-check
site/docs/TPUSA/LLCs/clock-tower-x-llc.mdx,TPUSA,DONE,HOSW,8,wave3-check
site/docs/TPUSA/LLCs/clocktower-llc.mdx,TPUSA,DONE,HOSW,8,wave3-check
site/docs/TPUSA/LLCs/cloverstone-llc.mdx,TPUSA,DONE,HOSW,8,wave3-check
site/docs/TPUSA/LLCs/gglf-2023-llc.mdx,TPUSA,DONE,HOSW,8,wave3-check
site/docs/TPUSA/LLCs/hardscape-specialties-llc.mdx,TPUSA,DONE,HOSW,8,wave3-check
site/docs/TPUSA/LLCs/lasai-aviation-ii-llc.mdx,TPUSA,DONE,HOSW,8,wave3-check
site/docs/TPUSA/LLCs/lionrock-llc.mdx,TPUSA,DONE,HOSW,8,wave3-check
site/docs/TPUSA/LLCs/n888kg-llc.mdx,TPUSA,DONE,HOSW,8,wave3-check
site/docs/TPUSA/LLCs/overview.mdx,TPUSA,DONE,HOSW,8,wave3-check
site/docs/TPUSA/LLCs/precision-granite-marble-llc.mdx,TPUSA,DONE,HOSW,8,wave3-check
site/docs/TPUSA/LLCs/robinsonstg-llc.mdx,TPUSA,DONE,HOSW,8,wave3-check
site/docs/TPUSA/LLCs/rockhouse-integrity-group-llc.mdx,TPUSA,DONE,HOSW,8,wave3-check
site/docs/TPUSA/LLCs/tw-lewis-aviation-llc.mdx,TPUSA,DONE,HOSW,8,wave3-check
site/docs/TPUSA/Companies/baker-tilly.mdx,TPUSA,DONE,HOSW,8,wave2-partial
site/docs/TPUSA/Companies/boston-consulting-group.mdx,TPUSA,DONE,HOSW,8,wave2-partial
site/docs/TPUSA/Companies/moore-dm-group.mdx,TPUSA,DONE,HOSW,8,wave3-check
site/docs/TPUSA/Companies/overview.mdx,TPUSA,DONE,HOSW,8,wave3-check
site/docs/TPUSA/Companies/salem-media.mdx,TPUSA,DONE,HOSW,8,wave3-check
site/docs/TPUSA/Companies/superfeed-technologies.mdx,TPUSA,DONE,HOSW,8,wave3-check
site/docs/court/Cellebrite.mdx,court,DONE,HOSW,9,wave3-check
site/docs/court/Phone_Extraction.mdx,court,DONE,HOSW,9,w4check
site/docs/court/Robinson_Phone_Devices.mdx,court,DONE,HOSW,9,w4check
site/docs/court/Twiggs_Phone.mdx,court,DONE,HOSW,9,w4check
site/docs/court/ballistics-atf-cbla.mdx,court,DONE,HOSW,9,w4check
site/docs/court/case-overview.mdx,court,DONE,HOSW,9,w4check
site/docs/court/defense-bindover-brief-aggravator.mdx,court,DONE,HOSW,9,w4check
site/docs/court/defense-team.mdx,court,DONE,HOSW,9,w4check
site/docs/court/discord-evidence-court.mdx,court,DONE,HOSW,9,w4check
site/docs/court/discovery-brady-disputes.mdx,court,DONE,HOSW,9,w4check
site/docs/court/gag-orders-sealing.mdx,court,DONE,HOSW,9,w4check
site/docs/court/hearing-witnesses.mdx,court,DONE,HOSW,9,w4check
site/docs/court/investigation-index.mdx,court,DONE,HOSW,9,w4check
site/docs/court/jaxson-fox-informant-order.mdx,court,DONE,HOSW,9,w4check
site/docs/court/judge-robert-lunnen.mdx,court,DONE,HOSW,9,w4check
site/docs/court/judge-tony-graf.mdx,court,DONE,HOSW,9,w4check
site/docs/court/judges.mdx,court,DONE,HOSW,9,w4check
site/docs/court/overview.mdx,court,TODO,----,9,
site/docs/court/people-on-witness-stand.mdx,court,TODO,----,9,
site/docs/court/preliminary-hearing-motions.mdx,court,TODO,----,9,
site/docs/court/prosecution-team.mdx,court,TODO,----,9,
site/docs/court/testimony.mdx,court,TODO,----,9,
site/docs/court/utah-county-jail-custody.mdx,court,TODO,----,9,
site/docs/court/Days_in_Court/2025-09-16-first-appearance.mdx,court,DONE,HOSW,9,wave3-check
site/docs/court/Days_in_Court/2025-09-23-docket.mdx,court,DONE,HOSW,9,wave3-check
site/docs/court/Days_in_Court/2025-11-20-docket.mdx,court,DONE,HOSW,9,wave3-check
site/docs/court/Days_in_Court/2025-12-16-gag-order.mdx,court,DONE,HOSW,9,w4check
site/docs/court/Days_in_Court/2026-03-10-seal-motion.mdx,court,DONE,HOSW,9,w4check
site/docs/court/Days_in_Court/2026-05-08-camera-access.mdx,court,DONE,HOSW,9,w4check
site/docs/court/Days_in_Court/2026-06-ballard-contempt.mdx,court,DONE,HOSW,9,w4check
site/docs/court/Days_in_Court/2026-07-06-prelim-day-1.mdx,court,DONE,HOSW,9,w4check
site/docs/court/Days_in_Court/2026-07-07-prelim-day-2.mdx,court,DONE,HOSW,9,w4check
